,age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income
20464,40,Private,HS-grad,Single,Service,Other,Female,40,0
20465,24,Government,Doctorate,Single,Professional,White,Female,99,0
20466,25,Private,Assoc,Single,White-Collar,White,Male,40,0
20467,25,Private,Some-college,Single,Service,White,Female,25,0
20468,32,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,5,0
20469,53,Private,HS-grad,Divorced,White-Collar,White,Female,40,0
20470,72,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,8,0
20471,51,Private,HS-grad,Married,Blue-Collar,White,Male,40,1
20472,22,Other/Unknown,HS-grad,Single,Other/Unknown,White,Male,40,0
20473,19,Private,Some-college,Single,White-Collar,White,Female,20,0
20474,61,Private,Some-college,Married,Service,White,Male,6,0
20475,23,Private,School,Single,Blue-Collar,White,Male,35,0
20476,41,Self-Employed,HS-grad,Separated,White-Collar,White,Male,40,0
20477,45,Government,Prof-school,Divorced,Professional,Other,Female,40,0
20478,40,Self-Employed,Bachelors,Married,White-Collar,White,Male,45,0
20479,41,Private,HS-grad,Married,Blue-Collar,White,Female,40,0
20480,24,Private,Some-college,Single,Blue-Collar,Other,Male,40,0
20481,33,Private,Bachelors,Married,Sales,White,Male,50,0
20482,45,Private,School,Married,White-Collar,Other,Male,40,1
20483,18,Other/Unknown,HS-grad,Single,Other/Unknown,White,Female,35,0
20484,29,Private,HS-grad,Single,Blue-Collar,White,Male,16,0
20485,62,Private,HS-grad,Widowed,White-Collar,White,Female,42,0
20486,31,Private,School,Single,White-Collar,White,Female,40,0
20487,30,Private,Bachelors,Married,Sales,White,Male,40,1
20488,22,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
20489,55,Government,Prof-school,Married,Professional,White,Male,40,1
20490,55,Self-Employed,Bachelors,Divorced,Sales,White,Female,50,0
20491,33,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
20492,26,Government,Bachelors,Single,Service,White,Male,40,0
20493,33,Private,School,Married,Service,White,Male,59,0
20494,58,Private,School,Married,Blue-Collar,White,Male,40,0
20495,46,Private,Assoc,Divorced,Blue-Collar,White,Male,40,0
20496,21,Private,Some-college,Single,Blue-Collar,White,Male,40,0
20497,33,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
20498,35,Private,Doctorate,Married,White-Collar,White,Male,45,1
20499,58,Government,Doctorate,Married,Professional,White,Male,1,1
20500,56,Private,HS-grad,Divorced,White-Collar,White,Female,32,0
20501,38,Private,HS-grad,Single,Professional,White,Male,40,0
20502,34,Private,Some-college,Divorced,Blue-Collar,White,Male,60,0
20503,35,Private,HS-grad,Divorced,Service,White,Female,50,0
20504,23,Self-Employed,Bachelors,Single,White-Collar,White,Male,40,1
20505,18,Other/Unknown,Some-college,Single,Other/Unknown,White,Female,30,0
20506,65,Private,Bachelors,Married,White-Collar,White,Male,34,0
20507,22,Private,HS-grad,Separated,Sales,White,Female,40,0
20508,21,Private,HS-grad,Single,Blue-Collar,Other,Male,40,0
20509,39,Private,HS-grad,Married,Blue-Collar,Other,Male,40,0
20510,59,Private,School,Married,Blue-Collar,White,Male,40,1
20511,65,Private,Bachelors,Married,White-Collar,White,Male,40,1
20512,64,Self-Employed,Assoc,Married,Blue-Collar,White,Male,55,0
20513,33,Private,School,Divorced,White-Collar,White,Male,40,0
20514,46,Private,Some-college,Married,Professional,White,Male,38,1
20515,33,Private,Some-college,Married,Sales,White,Male,48,1
20516,44,Private,Some-college,Separated,Professional,Other,Female,40,0
20517,47,Private,Some-college,Divorced,Service,White,Female,40,0
20518,52,Private,Bachelors,Married,Sales,White,Male,45,1
20519,28,Private,HS-grad,Separated,Blue-Collar,White,Male,40,0
20520,35,Government,Bachelors,Single,Professional,White,Female,40,0
20521,30,Private,HS-grad,Divorced,Blue-Collar,White,Male,55,0
20522,25,Private,HS-grad,Single,Service,White,Female,6,0
20523,58,Government,HS-grad,Married,Blue-Collar,White,Male,48,0
20524,45,Private,HS-grad,Married,Service,White,Female,35,0
20525,21,Private,Some-college,Single,Professional,White,Female,10,0
20526,50,Self-Employed,Bachelors,Married,White-Collar,White,Male,40,1
20527,43,Private,HS-grad,Married,Blue-Collar,Other,Male,40,0
20528,42,Private,Masters,Married,Professional,White,Male,40,1
20529,43,Private,Masters,Married,Professional,White,Male,40,1
20530,34,Private,Some-college,Married,Professional,White,Male,38,1
20531,45,Government,Some-college,Married,White-Collar,White,Male,40,0
20532,37,Private,Assoc,Married,White-Collar,White,Male,40,0
20533,30,Private,Masters,Single,Professional,White,Female,45,0
20534,60,Private,Masters,Divorced,Professional,White,Female,50,0
20535,30,Private,HS-grad,Single,White-Collar,White,Female,24,0
20536,20,Private,HS-grad,Married,Blue-Collar,Other,Male,40,0
20537,22,Other/Unknown,Some-college,Single,Other/Unknown,White,Male,40,0
20538,30,Self-Employed,Assoc,Married,Blue-Collar,White,Male,60,0
20539,33,Private,School,Married,Service,White,Male,40,0
20540,25,Private,School,Married,Blue-Collar,White,Male,40,0
20541,30,Private,School,Separated,Blue-Collar,White,Male,45,0
20542,37,Private,Some-college,Divorced,Sales,Other,Male,40,0
20543,42,Government,Bachelors,Single,White-Collar,White,Female,40,0
20544,55,Private,School,Married,Blue-Collar,White,Male,40,1
20545,65,Private,HS-grad,Widowed,Sales,White,Female,40,0
20546,56,Private,Some-college,Divorced,Service,White,Female,50,0
20547,78,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,32,0
20548,54,Private,HS-grad,Divorced,Service,White,Male,32,0
20549,46,Private,HS-grad,Divorced,White-Collar,White,Female,40,0
20550,29,Private,HS-grad,Married,Blue-Collar,White,Male,38,0
20551,48,Private,Assoc,Married,Service,Other,Male,56,1
20552,41,Private,Assoc,Single,Blue-Collar,White,Female,40,0
20553,19,Private,HS-grad,Single,Service,White,Female,45,0
20554,27,Private,Bachelors,Married,Service,Other,Male,40,1
20555,59,Private,Some-college,Married,Service,White,Male,40,1
20556,43,Government,Bachelors,Divorced,Professional,White,Female,40,0
20557,40,Private,Masters,Married,Professional,White,Male,40,1
20558,47,Private,HS-grad,Married,Blue-Collar,White,Male,40,1
20559,55,Government,Masters,Married,White-Collar,White,Male,60,1
20560,23,Private,Bachelors,Single,White-Collar,White,Male,28,0
20561,41,Government,Bachelors,Married,Professional,Other,Female,48,1
20562,62,Private,Some-college,Single,Blue-Collar,White,Female,39,1
20563,31,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
20564,37,Self-Employed,HS-grad,Divorced,Blue-Collar,White,Male,10,0
20565,22,Other/Unknown,HS-grad,Single,Other/Unknown,Other,Female,40,0
20566,43,Private,School,Married,Blue-Collar,White,Male,40,0
20567,29,Private,Assoc,Divorced,Sales,White,Female,40,0
20568,38,Private,School,Married,Sales,White,Male,40,0
20569,57,Private,Bachelors,Married,Professional,White,Male,50,1
20570,24,Private,Bachelors,Married,Professional,Other,Female,40,0
20571,24,Private,HS-grad,Single,Service,Other,Female,40,0
20572,41,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,0
20573,46,Government,HS-grad,Married,White-Collar,White,Male,40,1
20574,27,Private,Masters,Single,Professional,White,Male,40,0
20575,29,Government,Some-college,Single,Blue-Collar,White,Male,50,0
20576,39,Private,HS-grad,Divorced,Blue-Collar,White,Male,60,0
20577,36,Government,Bachelors,Married,Professional,White,Male,40,0
20578,36,Private,Prof-school,Single,White-Collar,White,Male,50,1
20579,42,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,60,0
20580,65,Other/Unknown,HS-grad,Widowed,Other/Unknown,White,Female,75,0
20581,29,Private,School,Married,Service,White,Female,40,0
20582,43,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
20583,50,Private,Some-college,Divorced,White-Collar,White,Male,40,0
20584,41,Private,HS-grad,Married,Blue-Collar,White,Male,38,1
20585,31,Private,Assoc,Single,Blue-Collar,White,Male,40,0
20586,24,Private,HS-grad,Single,Blue-Collar,White,Male,40,0
20587,23,Private,Some-college,Married,Blue-Collar,Other,Male,30,0
20588,27,Private,School,Divorced,Blue-Collar,Other,Male,75,0
20589,35,Private,HS-grad,Married,Blue-Collar,White,Male,40,1
20590,33,Self-Employed,HS-grad,Single,Blue-Collar,White,Male,60,0
20591,62,Private,Bachelors,Married,White-Collar,White,Male,35,1
20592,19,Private,Some-college,Single,White-Collar,Other,Male,30,0
20593,23,Government,Some-college,Divorced,White-Collar,White,Female,70,0
20594,26,Private,HS-grad,Married,Blue-Collar,White,Male,44,0
20595,31,Private,Bachelors,Single,White-Collar,White,Male,50,0
20596,32,Government,HS-grad,Married,Service,White,Male,40,0
20597,28,Private,Bachelors,Married,Professional,White,Male,50,0
20598,36,Private,School,Married,Blue-Collar,White,Male,40,0
20599,39,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,0
20600,26,Government,Masters,Married,Professional,White,Female,40,0
20601,25,Private,Assoc,Single,Service,White,Female,15,0
20602,59,Government,Some-college,Married,White-Collar,White,Male,60,1
20603,48,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,0
20604,39,Private,Some-college,Single,Blue-Collar,White,Male,40,0
20605,21,Other/Unknown,HS-grad,Married,Other/Unknown,Other,Female,30,0
20606,29,Private,Bachelors,Married,Sales,White,Male,40,1
20607,58,Government,Bachelors,Married,White-Collar,White,Male,40,1
20608,43,Self-Employed,School,Married,Blue-Collar,White,Male,60,0
20609,41,Government,Assoc,Married,Service,White,Male,40,1
20610,30,Private,HS-grad,Married,White-Collar,White,Female,40,0
20611,29,Private,Some-college,Married,White-Collar,White,Male,70,0
20612,56,Other/Unknown,Some-college,Divorced,Other/Unknown,White,Female,50,1
20613,26,Private,Bachelors,Married,Professional,White,Male,40,0
20614,31,Private,Some-college,Married,White-Collar,White,Male,40,0
20615,55,Self-Employed,School,Married,Blue-Collar,White,Male,25,0
20616,43,Private,HS-grad,Married,White-Collar,White,Female,40,1
20617,31,Private,HS-grad,Separated,Blue-Collar,Other,Male,40,0
20618,29,Private,HS-grad,Married,Blue-Collar,White,Male,60,0
20619,30,Government,Bachelors,Single,Professional,White,Male,40,0
20620,53,Government,HS-grad,Married,White-Collar,White,Female,35,1
20621,26,Private,Assoc,Single,Sales,White,Male,40,0
20622,37,Private,HS-grad,Married,Blue-Collar,White,Male,50,1
20623,29,Private,HS-grad,Single,Blue-Collar,White,Male,40,0
20624,51,Self-Employed,Some-college,Married,Sales,White,Male,60,0
20625,61,Self-Employed,Some-college,Widowed,Blue-Collar,White,Female,40,0
20626,18,Other/Unknown,School,Single,Other/Unknown,White,Male,25,0
20627,25,Private,School,Single,Blue-Collar,White,Male,45,0
20628,32,Private,Bachelors,Married,White-Collar,White,Male,44,0
20629,26,Private,Masters,Single,Professional,White,Female,40,0
20630,45,Private,HS-grad,Divorced,Blue-Collar,White,Female,55,0
20631,42,Private,HS-grad,Widowed,Service,White,Female,40,0
20632,22,Private,Assoc,Single,White-Collar,White,Male,55,0
20633,37,Private,Some-college,Married,White-Collar,White,Male,40,0
20634,20,Private,HS-grad,Single,Service,Other,Male,40,0
20635,54,Private,HS-grad,Widowed,Blue-Collar,White,Female,40,0
20636,31,Private,HS-grad,Single,Sales,White,Female,45,0
20637,18,Other/Unknown,HS-grad,Single,Other/Unknown,White,Female,20,0
20638,28,Private,HS-grad,Single,Service,Other,Female,48,0
20639,26,Private,Masters,Single,Professional,White,Male,40,1
20640,42,Government,Assoc,Divorced,Professional,Other,Male,40,0
20641,55,Self-Employed,School,Married,Blue-Collar,White,Male,50,0
20642,56,Government,HS-grad,Married,Service,White,Male,40,0
20643,59,Private,HS-grad,Married,Blue-Collar,White,Male,45,1
20644,23,Private,Bachelors,Single,Professional,White,Male,40,0
20645,30,Self-Employed,Assoc,Divorced,White-Collar,White,Female,40,0
20646,55,Government,Some-college,Married,Service,White,Male,40,1
20647,36,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,0
20648,23,Private,Bachelors,Single,Professional,White,Female,38,0
20649,32,Private,HS-grad,Single,Blue-Collar,White,Male,40,0
20650,37,Private,Some-college,Married,Sales,White,Male,45,1
20651,28,Private,HS-grad,Married,Service,Other,Female,23,0
20652,22,Private,Some-college,Single,White-Collar,White,Male,25,0
20653,35,Self-Employed,Bachelors,Married,Sales,White,Male,50,1
20654,18,Private,School,Single,Sales,Other,Female,20,0
20655,51,Private,Some-college,Married,White-Collar,White,Female,10,1
20656,65,Self-Employed,Bachelors,Married,White-Collar,White,Male,44,1
20657,28,Private,HS-grad,Single,Service,White,Male,40,0
20658,49,Self-Employed,HS-grad,Married,White-Collar,White,Male,45,0
20659,36,Private,Some-college,Married,Blue-Collar,White,Male,40,1
20660,60,Other/Unknown,School,Married,Other/Unknown,Other,Female,20,0
20661,34,Private,Bachelors,Married,Professional,Other,Male,40,1
20662,56,Self-Employed,School,Married,White-Collar,White,Male,40,0
20663,39,Private,HS-grad,Divorced,Service,White,Female,50,0
20664,19,Private,HS-grad,Single,Blue-Collar,Other,Female,20,0
20665,46,Private,HS-grad,Divorced,White-Collar,White,Female,40,0
20666,24,Private,Some-college,Single,Sales,Other,Female,40,0
20667,29,Government,Bachelors,Single,Blue-Collar,White,Male,40,0
20668,58,Private,Some-college,Widowed,Blue-Collar,White,Male,40,0
20669,67,Other/Unknown,School,Married,Other/Unknown,White,Male,2,0
20670,19,Private,HS-grad,Single,Service,White,Male,20,0
20671,50,Private,School,Married,Blue-Collar,White,Male,40,0
20672,39,Private,HS-grad,Single,Blue-Collar,Other,Female,36,0
20673,42,Private,Masters,Single,Professional,White,Female,40,0
20674,25,Private,Masters,Single,Professional,White,Male,35,0
20675,31,Private,Bachelors,Married,Blue-Collar,White,Male,46,0
20676,42,Other/Unknown,Masters,Married,Other/Unknown,White,Male,50,0
20677,31,Private,School,Married,Blue-Collar,White,Male,40,0
20678,28,Self-Employed,HS-grad,Single,White-Collar,White,Female,35,0
20679,37,Government,Masters,Married,Professional,White,Female,45,1
20680,36,Private,Assoc,Divorced,White-Collar,White,Female,42,0
20681,23,Government,Bachelors,Single,Professional,White,Male,40,1
20682,27,Self-Employed,Bachelors,Married,White-Collar,White,Male,60,1
20683,20,Private,Some-college,Single,White-Collar,White,Female,20,0
20684,19,Other/Unknown,HS-grad,Single,Other/Unknown,White,Male,60,0
20685,47,Private,Some-college,Divorced,White-Collar,White,Female,40,0
20686,25,Private,Bachelors,Single,White-Collar,White,Female,40,0
20687,33,Self-Employed,HS-grad,Married,Service,White,Male,30,0
20688,28,Private,Assoc,Married,Service,White,Male,70,1
20689,68,Private,HS-grad,Single,Sales,White,Female,40,0
20690,29,Private,Bachelors,Single,Professional,White,Female,45,0
20691,45,Private,Some-college,Widowed,White-Collar,White,Female,55,0
20692,58,Self-Employed,HS-grad,Married,White-Collar,White,Male,45,0
20693,27,Self-Employed,HS-grad,Divorced,Blue-Collar,White,Male,70,0
20694,20,Private,HS-grad,Single,Blue-Collar,White,Male,40,0
20695,27,Private,Bachelors,Married,Professional,White,Female,40,1
20696,18,Private,HS-grad,Single,Sales,White,Female,20,0
20697,21,Private,School,Single,Service,Other,Female,40,0
20698,41,Private,HS-grad,Single,White-Collar,White,Female,40,0
20699,23,Government,School,Single,White-Collar,White,Male,40,0
20700,23,Private,Bachelors,Single,White-Collar,White,Male,40,0
20701,42,Private,Assoc,Single,Service,White,Male,40,0
20702,74,Self-Employed,Some-college,Widowed,White-Collar,White,Male,40,0
20703,45,Self-Employed,Bachelors,Married,White-Collar,White,Male,60,0
20704,18,Other/Unknown,HS-grad,Single,Other/Unknown,White,Male,20,0
20705,27,Private,Assoc,Married,White-Collar,White,Male,55,0
20706,41,Private,Prof-school,Divorced,Professional,White,Female,38,0
20707,67,Private,Some-college,Divorced,Service,Other,Female,41,0
20708,34,Private,Some-college,Married,Service,White,Male,40,0
20709,49,Private,HS-grad,Divorced,Blue-Collar,Other,Female,40,0
20710,59,Private,HS-grad,Single,White-Collar,White,Female,38,0
20711,21,Other/Unknown,Some-college,Single,Other/Unknown,Other,Male,10,0
20712,56,Private,Masters,Married,White-Collar,White,Male,80,1
20713,32,Private,HS-grad,Single,Blue-Collar,White,Male,40,0
20714,28,Other/Unknown,Masters,Single,Other/Unknown,Other,Female,40,0
20715,37,Private,Bachelors,Single,White-Collar,Other,Female,27,0
20716,53,Government,School,Single,Blue-Collar,White,Female,35,0
20717,39,Private,Bachelors,Married,White-Collar,White,Male,60,1
20718,24,Private,School,Married,Service,Other,Female,5,0
20719,35,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
20720,28,Private,Bachelors,Married,Professional,White,Female,24,1
20721,62,Government,Some-college,Widowed,Service,White,Female,40,0
20722,22,Other/Unknown,Bachelors,Single,Other/Unknown,White,Male,25,0
20723,38,Private,HS-grad,Married,Blue-Collar,White,Male,50,0
20724,58,Private,HS-grad,Widowed,Sales,White,Male,38,0
20725,50,Government,Bachelors,Divorced,Professional,Other,Female,40,0
20726,25,Private,Some-college,Single,Blue-Collar,White,Male,40,0
20727,55,Private,Bachelors,Married,Service,White,Male,18,1
20728,42,Self-Employed,Assoc,Married,Blue-Collar,Other,Male,40,0
20729,59,Private,School,Married,Blue-Collar,White,Male,40,1
20730,17,Other/Unknown,School,Single,Other/Unknown,White,Female,10,0
20731,39,Private,HS-grad,Married,Professional,White,Male,50,1
20732,23,Government,Bachelors,Single,Service,White,Female,20,0
20733,17,Private,School,Single,Service,White,Female,20,0
20734,38,Private,HS-grad,Married,White-Collar,White,Male,40,0
20735,50,Self-Employed,Masters,Married,Sales,White,Male,55,1
20736,30,Private,Some-college,Married,White-Collar,White,Female,40,0
20737,22,Private,HS-grad,Single,Service,White,Female,40,0
20738,47,Private,Masters,Divorced,Professional,White,Female,40,0
20739,23,Government,HS-grad,Single,Professional,White,Male,40,0
20740,24,Private,HS-grad,Divorced,Service,White,Female,40,0
20741,51,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,0
20742,50,Other/Unknown,School,Married,Other/Unknown,White,Male,50,0
20743,36,Private,HS-grad,Single,Blue-Collar,White,Male,35,0
20744,36,Private,Some-college,Married,Blue-Collar,White,Male,48,0
20745,30,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
20746,32,Private,Some-college,Married,Blue-Collar,White,Male,38,0
20747,65,Self-Employed,Prof-school,Divorced,Professional,White,Male,40,0
20748,49,Private,Some-college,Divorced,Sales,White,Female,55,0
20749,40,Private,HS-grad,Married,Blue-Collar,White,Male,55,0
20750,44,Private,Masters,Married,White-Collar,Other,Male,48,0
20751,45,Government,Masters,Married,Professional,White,Male,40,1
20752,65,Private,HS-grad,Divorced,Service,White,Male,25,0
20753,39,Private,HS-grad,Widowed,Blue-Collar,White,Male,40,0
20754,29,Private,HS-grad,Married,Blue-Collar,White,Male,45,0
20755,29,Private,HS-grad,Single,Service,White,Male,42,0
20756,50,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,60,0
20757,34,Private,HS-grad,Married,Blue-Collar,White,Male,45,0
20758,54,Private,HS-grad,Separated,Sales,White,Female,35,0
20759,27,Private,HS-grad,Married,Blue-Collar,White,Male,40,1
20760,22,Private,Bachelors,Single,Sales,White,Male,40,0
20761,42,Private,School,Married,Blue-Collar,White,Male,40,0
20762,41,Other/Unknown,Assoc,Married,Other/Unknown,White,Male,12,1
20763,39,Private,Assoc,Separated,Professional,White,Female,30,0
20764,22,Private,HS-grad,Single,Blue-Collar,White,Male,50,0
20765,29,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
20766,26,Private,School,Single,Blue-Collar,Other,Male,40,0
20767,44,Private,School,Married,Sales,White,Male,40,1
20768,53,Government,School,Married,Service,White,Male,40,0
20769,31,Private,HS-grad,Single,Service,Other,Female,40,0
20770,31,Private,Some-college,Separated,Sales,Other,Male,40,0
20771,50,Government,Masters,Single,Professional,White,Male,38,0
20772,20,Private,Some-college,Single,Blue-Collar,White,Male,40,0
20773,42,Government,Bachelors,Married,White-Collar,White,Male,40,0
20774,55,Government,Bachelors,Divorced,White-Collar,Other,Male,40,0
20775,20,Private,HS-grad,Single,Service,White,Male,30,0
20776,38,Private,School,Divorced,Blue-Collar,Other,Female,52,0
20777,31,Private,Assoc,Divorced,Blue-Collar,White,Male,43,0
20778,35,Private,Some-college,Married,Service,White,Male,40,0
20779,17,Private,School,Single,Service,White,Male,15,0
20780,44,Private,HS-grad,Married,White-Collar,White,Male,48,1
20781,59,Private,Some-college,Married,Blue-Collar,White,Male,50,0
20782,39,Private,Some-college,Divorced,White-Collar,Other,Female,40,0
20783,38,Private,Bachelors,Married,Blue-Collar,White,Male,45,0
20784,27,Private,HS-grad,Single,Blue-Collar,Other,Male,40,0
20785,47,Government,Bachelors,Divorced,White-Collar,White,Female,40,1
20786,70,Private,HS-grad,Widowed,White-Collar,White,Female,5,0
20787,51,Private,Bachelors,Divorced,White-Collar,White,Female,40,0
20788,17,Private,School,Single,Service,White,Female,16,0
20789,79,Government,Doctorate,Widowed,White-Collar,White,Male,6,1
20790,60,Government,Masters,Married,Professional,White,Male,40,1
20791,31,Government,Bachelors,Single,Professional,White,Female,50,0
20792,37,Private,Prof-school,Married,Professional,White,Male,50,1
20793,59,Private,Doctorate,Married,Professional,White,Male,50,0
20794,40,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,0
20795,32,Government,Bachelors,Single,Professional,White,Male,50,0
20796,65,Private,Masters,Single,Professional,White,Male,99,0
20797,59,Private,Bachelors,Divorced,White-Collar,White,Female,40,0
20798,37,Government,Some-college,Married,Service,White,Female,36,1
20799,38,Private,HS-grad,Divorced,Professional,White,Male,45,0
20800,35,Private,HS-grad,Single,Sales,White,Male,45,0
20801,34,Private,HS-grad,Widowed,White-Collar,White,Male,15,0
20802,34,Private,HS-grad,Married,Blue-Collar,White,Male,72,0
20803,49,Self-Employed,Bachelors,Married,White-Collar,White,Male,50,1
20804,46,Government,HS-grad,Married,Blue-Collar,White,Male,40,0
20805,46,Private,School,Divorced,Professional,Other,Male,40,1
20806,53,Private,Some-college,Married,Blue-Collar,Other,Male,40,1
20807,58,Private,Masters,Divorced,White-Collar,White,Female,45,0
20808,42,Private,Some-college,Single,Blue-Collar,Other,Female,40,0
20809,27,Private,Bachelors,Single,Professional,White,Female,40,0
20810,30,Private,Bachelors,Single,Professional,White,Male,50,0
20811,69,Private,School,Married,White-Collar,White,Male,20,0
20812,30,Private,HS-grad,Single,Service,White,Female,40,0
20813,64,Government,Some-college,Separated,White-Collar,White,Female,65,0
20814,43,Private,Assoc,Married,Blue-Collar,White,Male,50,1
20815,18,Private,School,Single,Sales,Other,Female,20,0
20816,20,Private,HS-grad,Single,White-Collar,White,Male,40,0
20817,40,Government,Assoc,Married,White-Collar,White,Male,40,1
20818,20,Private,School,Single,Blue-Collar,White,Male,40,0
20819,38,Private,Some-college,Married,Service,Other,Male,40,0
20820,38,Private,Bachelors,Married,Professional,White,Male,70,1
20821,72,Private,HS-grad,Married,Blue-Collar,White,Male,20,0
20822,22,Private,HS-grad,Single,Blue-Collar,White,Male,55,0
20823,48,Self-Employed,Some-college,Married,Blue-Collar,White,Male,40,0
20824,40,Government,Some-college,Married,Blue-Collar,White,Male,40,0
20825,34,Private,HS-grad,Divorced,White-Collar,White,Female,40,0
20826,49,Private,Some-college,Widowed,White-Collar,White,Female,40,1
20827,50,Private,HS-grad,Married,Blue-Collar,Other,Male,40,0
20828,41,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,40,0
20829,50,Private,Some-college,Married,White-Collar,White,Male,50,1
20830,39,Private,School,Married,Blue-Collar,White,Male,60,0
20831,21,Private,HS-grad,Single,Service,White,Male,40,0
20832,35,Government,Bachelors,Separated,White-Collar,White,Male,42,0
20833,41,Private,Bachelors,Married,Blue-Collar,White,Male,40,0
20834,24,Other/Unknown,HS-grad,Separated,Other/Unknown,Other,Male,50,0
20835,63,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,40,0
20836,34,Private,HS-grad,Married,White-Collar,White,Male,40,0
20837,52,Government,Bachelors,Married,Service,White,Male,60,1
20838,60,Private,School,Married,Sales,White,Male,40,0
20839,28,Private,School,Separated,Service,White,Male,60,0
20840,47,Self-Employed,Bachelors,Married,Professional,White,Male,60,0
20841,54,Private,School,Married,Service,White,Male,40,0
20842,50,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,50,0
20843,44,Private,HS-grad,Married,Sales,White,Female,40,0
20844,39,Private,Assoc,Married,White-Collar,White,Female,25,1
20845,71,Other/Unknown,Some-college,Married,Other/Unknown,White,Male,10,0
20846,37,Private,Bachelors,Separated,Professional,White,Female,32,1
20847,33,Other/Unknown,Some-college,Divorced,Other/Unknown,White,Female,40,0
20848,62,Government,HS-grad,Married,White-Collar,White,Male,38,0
20849,54,Private,HS-grad,Single,Professional,White,Male,40,0
20850,33,Self-Employed,Prof-school,Married,Professional,White,Male,40,1
20851,24,Private,HS-grad,Single,Sales,White,Male,45,0
20852,47,Other/Unknown,School,Married,Other/Unknown,White,Male,10,0
20853,30,Self-Employed,Assoc,Divorced,Blue-Collar,White,Male,50,0
20854,41,Self-Employed,Bachelors,Married,White-Collar,White,Male,60,1
20855,59,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,70,0
20856,17,Private,School,Single,Service,White,Male,12,0
20857,26,Private,HS-grad,Single,Blue-Collar,White,Female,40,0
20858,27,Private,Some-college,Married,Professional,Other,Male,40,1
20859,21,Private,Some-college,Single,Sales,White,Female,8,0
20860,66,Other/Unknown,Some-college,Married,Other/Unknown,White,Male,40,1
20861,41,Private,Bachelors,Married,Service,Other,Male,30,0
20862,37,Self-Employed,Some-college,Married,Blue-Collar,White,Male,45,0
20863,20,Other/Unknown,HS-grad,Single,Other/Unknown,White,Female,20,0
20864,69,Other/Unknown,Some-college,Single,Other/Unknown,White,Male,1,0
20865,30,Private,Some-college,Married,Blue-Collar,White,Male,40,0
20866,43,Private,Some-college,Married,White-Collar,White,Male,49,1
20867,25,Government,Bachelors,Single,Service,White,Male,40,0
20868,18,Other/Unknown,HS-grad,Single,Other/Unknown,White,Female,20,0
20869,69,Private,Some-college,Widowed,White-Collar,White,Female,24,0
20870,65,Private,HS-grad,Widowed,White-Collar,White,Female,36,0
20871,61,Self-Employed,Bachelors,Married,Professional,White,Male,50,1
20872,54,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,35,0
20873,38,Government,Bachelors,Married,Blue-Collar,White,Male,40,0
20874,48,Self-Employed,Prof-school,Divorced,Professional,White,Male,63,1
20875,42,Private,HS-grad,Divorced,White-Collar,Other,Female,50,0
20876,33,Private,Some-college,Married,Blue-Collar,White,Male,41,0
20877,25,Private,Some-college,Single,Service,White,Male,40,0
20878,51,Government,HS-grad,Married,White-Collar,White,Male,57,1
20879,56,Private,Some-college,Married,Sales,White,Male,40,1
20880,52,Private,Some-college,Divorced,White-Collar,White,Female,35,0
20881,43,Private,Some-college,Divorced,White-Collar,White,Female,40,0
20882,41,Private,Some-college,Single,Blue-Collar,Other,Male,43,0
20883,35,Private,Some-college,Divorced,White-Collar,White,Female,40,0
20884,19,Other/Unknown,Some-college,Single,Other/Unknown,White,Female,30,0
20885,39,Self-Employed,School,Married,Blue-Collar,White,Male,40,0
20886,31,Government,HS-grad,Married,White-Collar,White,Female,35,0
20887,46,Private,Assoc,Married,Blue-Collar,White,Male,40,1
20888,55,Private,Bachelors,Married,White-Collar,White,Male,48,1
20889,21,Government,Some-college,Single,White-Collar,White,Female,40,0
20890,48,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
20891,73,Government,School,Divorced,Service,Other,Female,40,0
20892,28,Private,HS-grad,Single,Service,White,Female,28,0
20893,40,Private,Some-college,Divorced,Blue-Collar,Other,Female,40,0
20894,48,Private,Doctorate,Married,Professional,Other,Male,40,1
